opportunity_id,account_name,owner,segment,region,stage,amount,probability,expected_close_date,is_closed_won,created_date,join_key
OPP_00638,Account_638,Rep_4,SMB,EMEA,Negotiation,88054,0.8003758267592638,2025-04-14,0,2024-08-19,1
OPP_00639,Account_639,Rep_1,Mid,EMEA,Proposal,52042,0.4477982551655373,2025-01-23,0,2024-12-01,1
OPP_00640,Account_640,Rep_17,Enterprise,APAC,Closed Won,53357,0.5018852721127547,2025-03-06,0,2024-03-12,1
OPP_00641,Account_641,Rep_8,Enterprise,EMEA,Closed Won,9669,0.5605943747174567,2025-03-23,0,2024-01-16,1
OPP_00642,Account_642,Rep_2,SMB,EMEA,Closed Won,68902,0.3821679224022116,2025-06-02,0,2024-02-07,1
OPP_00643,Account_643,Rep_8,SMB,EMEA,Closed Won,19910,0.5385238295173873,2025-01-17,0,2024-06-25,1
OPP_00644,Account_644,Rep_7,Enterprise,EMEA,Qualification,57959,0.4712000044596678,2025-05-28,0,2024-11-16,1
OPP_00645,Account_645,Rep_2,Mid,EMEA,Proposal,97623,0.4811454565538068,2025-05-08,1,2024-03-23,1
OPP_00646,Account_646,Rep_3,Enterprise,AMER,Proposal,1366,0.5362922126961277,2025-06-02,0,2024-01-17,1
OPP_00647,Account_647,Rep_18,SMB,EMEA,Proposal,49415,0.2372944403292011,2025-06-19,0,2024-06-04,1
OPP_00648,Account_648,Rep_12,Mid,APAC,Closed Won,10907,0.5079139448267296,2025-06-22,1,2024-06-20,1
OPP_00649,Account_649,Rep_1,Mid,APAC,Proposal,96825,0.5326895493234954,2025-01-31,0,2024-03-10,1
OPP_00650,Account_650,Rep_12,Mid,EMEA,Qualification,33780,0.5257699242711829,2025-03-06,0,2024-03-11,1
OPP_00651,Account_651,Rep_5,Mid,AMER,Proposal,58879,0.4568338489127691,2025-06-29,0,2024-09-11,1
OPP_00652,Account_652,Rep_17,SMB,APAC,Closed Lost,86159,0.7275715551938744,2025-03-21,0,2024-05-10,1
OPP_00653,Account_653,Rep_16,Mid,AMER,Qualification,36085,0.4292694890236898,2025-04-02,0,2024-02-18,1
OPP_00654,Account_654,Rep_15,SMB,APAC,Negotiation,66499,0.5454651813646381,2025-05-29,0,2024-01-21,1
OPP_00655,Account_655,Rep_15,Mid,EMEA,Proposal,21426,0.7594595067851091,2025-01-30,0,2024-11-15,1
OPP_00656,Account_656,Rep_5,Enterprise,AMER,Qualification,49197,0.48412477199593756,2025-05-03,0,2024-08-07,1
OPP_00657,Account_657,Rep_14,SMB,EMEA,Proposal,8485,0.5428926534935102,2025-05-11,0,2024-07-05,1
OPP_00658,Account_658,Rep_2,Enterprise,EMEA,Closed Won,50527,0.4807230727370206,2025-03-11,0,2024-02-01,1
OPP_00659,Account_659,Rep_11,SMB,APAC,Negotiation,65600,0.7474739587127198,2025-06-20,0,2024-07-21,1
OPP_00660,Account_660,Rep_19,Mid,AMER,Closed Lost,99560,0.44845508768274095,2025-01-29,0,2024-10-02,1
OPP_00661,Account_661,Rep_7,Enterprise,APAC,Proposal,92005,0.7566709154576412,2025-01-03,0,2024-08-29,1
OPP_00662,Account_662,Rep_6,SMB,AMER,Qualification,82439,0.47928242107058705,2025-06-10,0,2024-01-16,1
OPP_00663,Account_663,Rep_2,SMB,APAC,Closed Lost,69748,0.32810805531039666,2025-03-16,0,2024-11-11,1
OPP_00664,Account_664,Rep_6,Mid,AMER,Proposal,59528,0.6358746341148243,2025-02-14,1,2024-06-21,1
OPP_00665,Account_665,Rep_18,SMB,EMEA,Negotiation,28799,0.4390664332488688,2025-03-10,0,2024-05-16,1
OPP_00666,Account_666,Rep_2,Mid,AMER,Closed Won,47339,0.6241001798198326,2025-06-09,0,2024-06-27,1
OPP_00667,Account_667,Rep_18,Enterprise,EMEA,Proposal,17087,0.0,2025-04-21,0,2024-12-24,1
OPP_00668,Account_668,Rep_15,Mid,AMER,Closed Won,8446,0.5010410523789893,2025-03-25,1,2024-03-01,1
OPP_00669,Account_669,Rep_19,SMB,APAC,Qualification,51460,0.4080789402485039,2025-02-21,0,2024-04-13,1
OPP_00670,Account_670,Rep_2,Mid,APAC,Proposal,95817,0.28734826269374436,2025-04-26,1,2024-11-12,1
OPP_00671,Account_671,Rep_20,Mid,EMEA,Qualification,59260,0.38935179963204014,2025-04-13,1,2024-07-13,1
OPP_00672,Account_672,Rep_6,SMB,APAC,Closed Won,15877,0.3852593711414697,2025-06-17,0,2024-09-12,1
OPP_00673,Account_673,Rep_1,Mid,APAC,Qualification,25723,0.4904028410298838,2025-05-21,0,2024-03-16,1
OPP_00674,Account_674,Rep_15,Mid,AMER,Closed Won,13943,0.22653470774300882,2025-03-21,0,2024-09-27,1
OPP_00675,Account_675,Rep_10,Mid,AMER,Closed Lost,11306,0.5632547560519428,2025-01-29,0,2024-06-29,1
OPP_00676,Account_676,Rep_19,SMB,EMEA,Negotiation,37784,0.7732429570411576,2025-06-03,0,2024-05-11,1
OPP_00677,Account_677,Rep_17,Mid,AMER,Negotiation,21455,0.5561856993895653,2025-04-12,0,2024-05-30,1
OPP_00678,Account_678,Rep_5,SMB,EMEA,Proposal,91027,0.6617977218458018,2025-02-28,0,2024-06-03,1
OPP_00679,Account_679,Rep_4,SMB,APAC,Proposal,72448,0.7189124909227591,2025-06-26,0,2024-12-24,1
OPP_00680,Account_680,Rep_10,Enterprise,AMER,Proposal,30974,0.7472979024368354,2025-06-08,0,2024-08-22,1
OPP_00681,Account_681,Rep_17,Mid,EMEA,Negotiation,28371,0.8740277385642611,2025-01-12,0,2024-09-04,1
OPP_00682,Account_682,Rep_10,SMB,AMER,Closed Lost,99746,0.40015960034481396,2025-06-13,0,2024-06-13,1
OPP_00683,Account_683,Rep_17,SMB,APAC,Closed Lost,4936,0.35630320296777673,2025-01-10,0,2024-07-23,1
OPP_00684,Account_684,Rep_20,SMB,EMEA,Closed Lost,34166,0.656693129664947,2025-05-14,0,2024-06-13,1
OPP_00685,Account_685,Rep_5,SMB,APAC,Closed Lost,26727,0.6416532439314799,2025-05-15,0,2024-07-31,1
OPP_00686,Account_686,Rep_2,SMB,APAC,Proposal,64969,0.6551350599231378,2025-01-31,0,2024-09-10,1
OPP_00687,Account_687,Rep_6,SMB,APAC,Negotiation,29368,0.8778564908500504,2025-04-01,0,2024-06-05,1
OPP_00688,Account_688,Rep_2,Mid,AMER,Closed Lost,69531,0.5022739817596988,2025-01-03,0,2024-06-25,1
OPP_00689,Account_689,Rep_13,Mid,AMER,Proposal,40097,0.5852313119292369,2025-04-14,0,2024-03-15,1
OPP_00690,Account_690,Rep_11,Mid,AMER,Closed Lost,35984,0.303922349703305,2025-06-24,1,2024-06-26,1
OPP_00691,Account_691,Rep_11,Mid,EMEA,Proposal,51859,0.9270642247951916,2025-05-06,0,2024-10-10,1
OPP_00692,Account_692,Rep_16,SMB,EMEA,Negotiation,45291,0.4326910157581778,2025-01-01,0,2024-11-25,1
OPP_00693,Account_693,Rep_11,Enterprise,APAC,Closed Won,66228,0.438356814367834,2025-06-22,0,2024-05-12,1
OPP_00694,Account_694,Rep_19,Enterprise,APAC,Closed Lost,93099,0.43065002179835143,2025-06-27,0,2024-05-04,1
OPP_00695,Account_695,Rep_15,Enterprise,EMEA,Qualification,23150,0.3710208282711325,2025-05-15,0,2024-11-07,1
OPP_00696,Account_696,Rep_16,Enterprise,AMER,Closed Won,23061,0.35411259023047015,2025-01-15,1,2024-11-15,1
OPP_00697,Account_697,Rep_11,Enterprise,EMEA,Negotiation,30178,0.39525914342209495,2025-03-30,0,2024-05-06,1
OPP_00698,Account_698,Rep_16,Mid,APAC,Proposal,57790,0.22684081438981107,2025-06-07,0,2024-12-10,1
OPP_00699,Account_699,Rep_8,SMB,APAC,Closed Won,66696,0.34293641594735236,2025-05-02,0,2024-08-12,1
OPP_00700,Account_700,Rep_4,Mid,APAC,Negotiation,16648,0.8897926222895238,2025-04-26,0,2024-01-17,1
OPP_00701,Account_701,Rep_8,Mid,EMEA,Negotiation,62779,0.6471310287282738,2025-02-05,1,2024-12-18,1
OPP_00702,Account_702,Rep_4,Mid,AMER,Proposal,37672,0.6851808353455436,2025-03-08,0,2024-11-06,1
OPP_00703,Account_703,Rep_3,Mid,EMEA,Proposal,70109,0.7354417574833829,2025-05-13,0,2024-09-02,1
OPP_00704,Account_704,Rep_3,SMB,AMER,Negotiation,61521,0.8668269128724782,2025-01-25,1,2024-05-16,1
OPP_00705,Account_705,Rep_18,SMB,EMEA,Proposal,35593,0.14571548971123116,2025-01-11,1,2024-08-04,1
OPP_00706,Account_706,Rep_19,Enterprise,EMEA,Qualification,14786,0.25402337694269184,2025-03-07,1,2024-07-14,1
OPP_00707,Account_707,Rep_19,Mid,APAC,Closed Lost,95036,0.33925526782106297,2025-06-05,0,2024-07-19,1
OPP_00708,Account_708,Rep_5,Mid,AMER,Negotiation,10815,0.40605404070208045,2025-03-01,0,2024-07-25,1
OPP_00709,Account_709,Rep_18,SMB,AMER,Closed Won,22966,0.4398861218829502,2025-05-18,0,2024-01-16,1
OPP_00710,Account_710,Rep_10,SMB,APAC,Proposal,14794,0.41060448943879185,2025-02-19,0,2024-01-13,1
OPP_00711,Account_711,Rep_6,Enterprise,EMEA,Proposal,32423,0.5438617826264108,2025-06-16,0,2024-03-18,1
OPP_00712,Account_712,Rep_1,Mid,EMEA,Proposal,22302,0.5070590781490432,2025-06-14,0,2024-08-01,1
OPP_00713,Account_713,Rep_5,Enterprise,EMEA,Proposal,62064,0.35543304096435,2025-03-04,1,2024-12-06,1
OPP_00714,Account_714,Rep_9,Mid,AMER,Negotiation,87800,0.06489024460248599,2025-04-02,0,2024-11-24,1
OPP_00715,Account_715,Rep_12,Mid,EMEA,Negotiation,86140,0.30142625892426034,2025-02-07,0,2024-04-28,1
OPP_00716,Account_716,Rep_14,SMB,EMEA,Proposal,28835,0.3901522693374849,2025-04-30,0,2024-06-29,1
OPP_00717,Account_717,Rep_2,Mid,APAC,Qualification,74356,0.4505841126384561,2025-02-02,0,2024-11-19,1
OPP_00718,Account_718,Rep_17,Mid,APAC,Proposal,50282,0.2740665081378926,2025-03-16,0,2024-11-25,1
OPP_00719,Account_719,Rep_14,Mid,APAC,Qualification,53714,0.401838706700716,2025-02-14,0,2024-12-20,1
OPP_00720,Account_720,Rep_13,Mid,APAC,Qualification,68035,0.2738025223028827,2025-06-21,1,2024-05-16,1
OPP_00721,Account_721,Rep_9,Enterprise,AMER,Closed Lost,24814,0.4748361296903334,2025-05-09,0,2024-06-27,1
OPP_00722,Account_722,Rep_15,SMB,AMER,Negotiation,25089,0.28538173432747693,2025-02-22,0,2024-07-26,1
OPP_00723,Account_723,Rep_15,Enterprise,APAC,Negotiation,74162,0.3302190687259071,2025-06-24,0,2024-02-23,1
OPP_00724,Account_724,Rep_11,SMB,AMER,Proposal,56831,0.23826317380217216,2025-06-10,0,2024-03-19,1
OPP_00725,Account_725,Rep_16,Mid,APAC,Closed Lost,33746,0.46929986088604325,2025-03-08,0,2024-09-27,1
OPP_00726,Account_726,Rep_17,SMB,EMEA,Negotiation,82673,0.3267104460095203,2025-05-23,0,2024-04-27,1
OPP_00727,Account_727,Rep_4,SMB,APAC,Closed Won,52940,0.6813568533350859,2025-04-15,0,2024-04-15,1
OPP_00728,Account_728,Rep_1,Mid,EMEA,Proposal,87796,0.5811700533385797,2025-01-14,0,2024-04-14,1
OPP_00729,Account_729,Rep_8,SMB,APAC,Closed Lost,37476,0.4860296263632714,2025-05-31,0,2024-10-29,1
OPP_00730,Account_730,Rep_17,Mid,EMEA,Closed Won,27283,0.34050290053124227,2025-05-04,1,2024-04-27,1
OPP_00731,Account_731,Rep_3,Enterprise,EMEA,Closed Lost,2769,0.5761040610632606,2025-04-30,0,2024-08-16,1
OPP_00732,Account_732,Rep_20,SMB,AMER,Qualification,43278,0.6381401778697274,2025-05-16,0,2024-05-27,1
OPP_00733,Account_733,Rep_15,Enterprise,APAC,Proposal,47994,0.5285376824403261,2025-02-05,0,2024-12-19,1
OPP_00734,Account_734,Rep_15,Mid,APAC,Proposal,63898,0.820740371093386,2025-05-08,0,2024-05-29,1
OPP_00735,Account_735,Rep_14,Mid,APAC,Proposal,16634,0.5919274636149632,2025-06-29,0,2024-10-30,1
OPP_00736,Account_736,Rep_14,SMB,EMEA,Closed Lost,11965,0.6827214435136069,2025-05-14,0,2024-09-12,1
OPP_00737,Account_737,Rep_2,SMB,APAC,Qualification,28566,0.5267130831071957,2025-04-07,0,2024-03-22,1
OPP_00738,Account_738,Rep_13,SMB,AMER,Qualification,53196,0.6351328906513953,2025-06-05,0,2024-01-16,1
OPP_00739,Account_739,Rep_14,SMB,EMEA,Proposal,99679,0.34064375346616493,2025-06-27,1,2024-07-11,1
OPP_00740,Account_740,Rep_19,SMB,EMEA,Qualification,49285,0.4083203273574412,2025-06-15,1,2024-07-29,1
OPP_00741,Account_741,Rep_7,Mid,EMEA,Qualification,56499,0.5698727106964759,2025-06-07,0,2024-03-14,1
OPP_00742,Account_742,Rep_3,Enterprise,APAC,Closed Won,20420,0.5684198963114764,2025-03-22,0,2024-10-03,1
OPP_00743,Account_743,Rep_15,Enterprise,APAC,Negotiation,26236,0.6015223645886495,2025-03-14,0,2024-03-01,1
OPP_00744,Account_744,Rep_14,Mid,EMEA,Qualification,7218,0.7200785784557459,2025-03-12,0,2024-01-24,1
OPP_00745,Account_745,Rep_11,SMB,EMEA,Proposal,50892,0.2150057656369176,2025-02-15,0,2024-01-23,1
OPP_00746,Account_746,Rep_15,SMB,APAC,Proposal,75031,0.3051094904779408,2025-06-05,1,2024-12-08,1
OPP_00747,Account_747,Rep_13,SMB,APAC,Qualification,65057,0.5459145282148506,2025-05-25,1,2024-09-14,1
OPP_00748,Account_748,Rep_18,SMB,AMER,Negotiation,79609,0.35512727363930785,2025-06-25,0,2024-07-16,1
OPP_00749,Account_749,Rep_6,Mid,APAC,Closed Won,77907,1.0,2025-06-21,0,2024-02-22,1
OPP_00750,Account_750,Rep_3,Mid,AMER,Closed Won,84130,0.6031439238340273,2025-03-01,0,2024-05-18,1
OPP_00751,Account_751,Rep_19,SMB,AMER,Closed Won,12226,0.48433383021396853,2025-03-01,0,2024-09-27,1
OPP_00752,Account_752,Rep_15,SMB,APAC,Qualification,53271,0.39690614538322816,2025-01-05,0,2024-07-19,1
OPP_00753,Account_753,Rep_5,Enterprise,APAC,Closed Lost,11046,0.4039675433613911,2025-05-15,0,2024-06-12,1
OPP_00754,Account_754,Rep_10,Enterprise,APAC,Closed Won,38117,0.5060281322630354,2025-05-25,1,2024-04-01,1
OPP_00755,Account_755,Rep_7,SMB,EMEA,Closed Lost,5965,0.5223963865242516,2025-02-28,0,2024-01-23,1
OPP_00756,Account_756,Rep_17,Enterprise,EMEA,Qualification,60478,0.4086601710612974,2025-01-09,0,2024-03-28,1
OPP_00757,Account_757,Rep_7,Enterprise,AMER,Closed Lost,79872,0.44536955069601963,2025-05-30,0,2024-06-30,1
OPP_00758,Account_758,Rep_12,SMB,AMER,Closed Won,58277,0.7688569150469193,2025-02-14,1,2024-12-20,1
OPP_00759,Account_759,Rep_17,SMB,EMEA,Closed Won,86379,0.7769009925302068,2025-03-21,0,2024-10-09,1
OPP_00760,Account_760,Rep_13,Mid,APAC,Qualification,60613,0.5504067959869754,2025-01-13,0,2024-01-21,1
OPP_00761,Account_761,Rep_20,Enterprise,APAC,Closed Won,18373,0.23174805455265246,2025-03-24,0,2024-02-18,1
OPP_00762,Account_762,Rep_4,Enterprise,AMER,Closed Lost,46452,0.6077006313278087,2025-01-12,1,2024-07-08,1
OPP_00763,Account_763,Rep_10,SMB,APAC,Negotiation,51089,0.8108564883222051,2025-06-13,0,2024-07-23,1
OPP_00764,Account_764,Rep_3,SMB,APAC,Negotiation,7654,0.7739562203924757,2025-01-10,0,2024-02-13,1
OPP_00765,Account_765,Rep_9,Mid,AMER,Closed Lost,32280,0.6468851705619334,2025-01-16,0,2024-10-26,1
OPP_00766,Account_766,Rep_13,Mid,EMEA,Proposal,57141,0.7844845910571643,2025-04-02,0,2024-05-07,1
OPP_00767,Account_767,Rep_18,SMB,AMER,Negotiation,88943,0.5106768544958044,2025-01-19,1,2024-07-07,1
OPP_00768,Account_768,Rep_15,Enterprise,EMEA,Proposal,68894,0.625620593966741,2025-04-14,0,2024-06-18,1
OPP_00769,Account_769,Rep_4,Mid,APAC,Closed Lost,27583,0.36384488673496396,2025-05-14,0,2024-10-05,1
OPP_00770,Account_770,Rep_15,Enterprise,AMER,Qualification,95242,0.5584530912311424,2025-05-12,1,2024-07-19,1
OPP_00771,Account_771,Rep_2,Enterprise,APAC,Negotiation,7360,0.765906848794105,2025-06-07,0,2024-05-04,1
OPP_00772,Account_772,Rep_15,Mid,EMEA,Negotiation,54968,0.3821153177026218,2025-04-13,1,2024-10-18,1
OPP_00773,Account_773,Rep_8,Mid,EMEA,Closed Won,4743,0.3277113141071427,2025-04-05,0,2024-11-06,1
OPP_00774,Account_774,Rep_8,Mid,APAC,Negotiation,8159,0.5194977878047393,2025-06-23,0,2024-01-16,1
OPP_00775,Account_775,Rep_17,SMB,EMEA,Closed Lost,33151,0.4546675592552001,2025-01-27,0,2024-12-10,1
OPP_00776,Account_776,Rep_12,Mid,APAC,Closed Lost,1518,0.6298295442140841,2025-06-22,0,2024-09-30,1
OPP_00777,Account_777,Rep_19,SMB,EMEA,Qualification,17652,0.40934809481059153,2025-02-06,1,2024-10-20,1
OPP_00778,Account_778,Rep_10,Mid,EMEA,Proposal,79461,0.8436879231205427,2025-05-17,1,2024-01-20,1
OPP_00779,Account_779,Rep_9,SMB,AMER,Qualification,72011,0.24206478040778884,2025-03-02,0,2024-01-19,1
OPP_00780,Account_780,Rep_5,SMB,AMER,Proposal,43348,0.7507469572439469,2025-02-04,0,2024-01-13,1
OPP_00781,Account_781,Rep_6,SMB,APAC,Negotiation,76422,0.34703015433837936,2025-04-16,0,2024-01-17,1
OPP_00782,Account_782,Rep_20,SMB,EMEA,Closed Lost,78001,0.1408034530831953,2025-02-16,0,2024-07-24,1
OPP_00783,Account_783,Rep_2,Mid,EMEA,Closed Won,77757,0.5475750312697735,2025-05-29,1,2024-01-30,1
OPP_00784,Account_784,Rep_13,Mid,APAC,Qualification,25395,0.4490784027972233,2025-05-25,0,2024-10-25,1
OPP_00785,Account_785,Rep_6,Mid,AMER,Qualification,3335,0.27807812641939383,2025-02-24,1,2024-10-30,1
OPP_00786,Account_786,Rep_5,SMB,AMER,Negotiation,71112,0.16372462165694718,2025-03-29,1,2024-02-12,1
OPP_00787,Account_787,Rep_1,SMB,APAC,Negotiation,1500,0.49832784254570867,2025-04-05,0,2024-04-02,1
OPP_00788,Account_788,Rep_6,SMB,EMEA,Proposal,93211,0.6951673783247636,2025-01-06,1,2024-03-06,1
OPP_00789,Account_789,Rep_6,SMB,APAC,Closed Lost,9083,0.6169906986172888,2025-05-01,1,2024-04-28,1
OPP_00790,Account_790,Rep_16,Enterprise,EMEA,Closed Lost,82256,0.5113413297678531,2025-06-12,0,2024-11-04,1
OPP_00791,Account_791,Rep_4,SMB,APAC,Proposal,6543,0.595769514643547,2025-02-19,0,2024-03-12,1
OPP_00792,Account_792,Rep_11,SMB,AMER,Closed Lost,69812,0.4945571735244286,2025-06-14,0,2024-11-29,1
OPP_00793,Account_793,Rep_9,SMB,AMER,Proposal,53237,0.21405515139392578,2025-01-13,0,2024-06-10,1
OPP_00794,Account_794,Rep_3,SMB,EMEA,Closed Won,97171,0.21582120295531132,2025-01-25,0,2024-11-25,1
OPP_00795,Account_795,Rep_19,Mid,EMEA,Proposal,90716,0.45936629420306424,2025-05-03,0,2024-11-23,1
OPP_00796,Account_796,Rep_8,Mid,AMER,Qualification,7613,0.4678693427267851,2025-05-09,0,2024-09-25,1
OPP_00797,Account_797,Rep_5,SMB,EMEA,Closed Lost,67863,0.6701965357013531,2025-02-18,1,2024-08-05,1
OPP_00798,Account_798,Rep_4,SMB,APAC,Proposal,41540,0.6514608447549495,2025-05-02,0,2024-09-10,1
OPP_00799,Account_799,Rep_6,SMB,EMEA,Closed Won,77202,0.6210266031517899,2025-02-04,0,2024-02-28,1
OPP_00800,Account_800,Rep_2,SMB,AMER,Proposal,27255,0.44394345738456387,2025-03-24,0,2024-02-01,1
OPP_00801,Account_801,Rep_20,SMB,EMEA,Qualification,86666,0.22386956597797208,2025-02-22,1,2024-12-04,1
OPP_00802,Account_802,Rep_11,Enterprise,EMEA,Qualification,23068,0.5824142274132048,2025-06-29,1,2024-04-29,1
OPP_00803,Account_803,Rep_4,Mid,AMER,Proposal,50057,0.6050338626524336,2025-03-17,0,2024-11-05,1
OPP_00804,Account_804,Rep_15,Mid,AMER,Negotiation,19946,0.0222937075044628,2025-04-14,1,2024-01-02,1
OPP_00805,Account_805,Rep_6,Mid,AMER,Proposal,21547,0.33313236268346746,2025-02-16,0,2024-04-27,1
OPP_00806,Account_806,Rep_17,Mid,APAC,Negotiation,86237,0.3617891245212208,2025-02-12,0,2024-02-06,1
OPP_00807,Account_807,Rep_6,Mid,EMEA,Negotiation,6769,0.5236700402246872,2025-05-28,0,2024-04-06,1
OPP_00808,Account_808,Rep_19,Mid,AMER,Closed Won,25883,0.3393279134468612,2025-06-10,1,2024-12-24,1
OPP_00809,Account_809,Rep_2,Mid,AMER,Proposal,62340,0.4923730862350719,2025-04-03,1,2024-09-13,1
OPP_00810,Account_810,Rep_15,SMB,EMEA,Closed Lost,80199,0.4578930119294016,2025-05-24,0,2024-05-07,1
OPP_00811,Account_811,Rep_11,Mid,APAC,Proposal,36162,0.46817010569245443,2025-03-19,0,2024-12-24,1
OPP_00812,Account_812,Rep_8,Mid,AMER,Proposal,89388,0.35672114125985077,2025-01-07,0,2024-06-04,1
OPP_00813,Account_813,Rep_19,Enterprise,AMER,Qualification,86924,0.3722029891866645,2025-03-11,0,2024-05-24,1
OPP_00814,Account_814,Rep_13,Mid,APAC,Proposal,34434,0.2839465880438614,2025-05-29,0,2024-02-26,1
OPP_00815,Account_815,Rep_12,Mid,EMEA,Qualification,23102,0.5760134881147664,2025-02-05,0,2024-03-10,1
OPP_00816,Account_816,Rep_5,SMB,APAC,Negotiation,22536,0.6142205257182737,2025-04-14,0,2024-02-13,1
OPP_00817,Account_817,Rep_6,Mid,EMEA,Qualification,78891,0.3458764099749322,2025-02-23,0,2024-07-30,1
OPP_00818,Account_818,Rep_4,SMB,APAC,Proposal,68770,0.8041280192034089,2025-05-27,0,2024-06-23,1
OPP_00819,Account_819,Rep_19,SMB,EMEA,Closed Won,51388,0.4370797105115902,2025-01-25,0,2024-05-20,1
OPP_00820,Account_820,Rep_20,SMB,EMEA,Proposal,51775,0.8060371247593121,2025-03-08,0,2024-03-16,1
OPP_00821,Account_821,Rep_1,Mid,EMEA,Qualification,32147,0.3715745652336793,2025-04-19,1,2024-06-06,1
OPP_00822,Account_822,Rep_20,SMB,EMEA,Qualification,51526,0.09468444468011289,2025-02-17,0,2024-03-25,1
OPP_00823,Account_823,Rep_17,SMB,AMER,Closed Won,24659,0.5804395649824703,2025-06-19,0,2024-11-17,1
OPP_00824,Account_824,Rep_12,Enterprise,APAC,Qualification,83096,0.5497090210237975,2025-06-24,0,2024-11-04,1
OPP_00825,Account_825,Rep_15,SMB,APAC,Proposal,24088,0.5068787590615166,2025-04-01,0,2024-01-18,1
OPP_00826,Account_826,Rep_1,Mid,AMER,Negotiation,69464,0.37155350431120215,2025-06-19,0,2024-10-10,1
OPP_00827,Account_827,Rep_14,Mid,APAC,Negotiation,60998,0.4930855549028362,2025-01-02,1,2024-02-11,1
OPP_00828,Account_828,Rep_6,SMB,AMER,Negotiation,41382,0.39774810842609454,2025-05-14,0,2024-05-13,1
OPP_00829,Account_829,Rep_5,Enterprise,AMER,Closed Won,29184,0.43953008673364985,2025-05-07,0,2024-04-11,1
OPP_00830,Account_830,Rep_11,SMB,EMEA,Qualification,21099,0.668326451153015,2025-02-15,0,2024-05-16,1
OPP_00831,Account_831,Rep_4,Mid,AMER,Proposal,70810,0.5368434459060187,2025-04-16,1,2024-08-09,1
OPP_00832,Account_832,Rep_13,Mid,APAC,Proposal,91506,0.6219902774663955,2025-02-09,0,2024-08-16,1
OPP_00833,Account_833,Rep_11,Mid,EMEA,Qualification,92280,0.453626298674842,2025-02-27,1,2024-10-20,1
OPP_00834,Account_834,Rep_3,Mid,EMEA,Proposal,38739,0.431596530839045,2025-03-19,0,2024-11-01,1
OPP_00835,Account_835,Rep_1,SMB,EMEA,Proposal,9389,0.26930349382227126,2025-02-02,0,2024-11-11,1
OPP_00836,Account_836,Rep_6,SMB,AMER,Negotiation,18352,0.4259926774863606,2025-03-03,0,2024-04-28,1
OPP_00837,Account_837,Rep_18,Mid,APAC,Negotiation,22148,0.0,2025-01-12,0,2024-04-08,1
OPP_00838,Account_838,Rep_10,Mid,EMEA,Proposal,32828,0.381955606738873,2025-05-06,0,2024-12-15,1
OPP_00839,Account_839,Rep_5,Enterprise,EMEA,Closed Won,69040,0.4836251645618322,2025-02-18,0,2024-11-19,1
OPP_00840,Account_840,Rep_10,Enterprise,EMEA,Proposal,57795,0.6127347308540312,2025-03-29,0,2024-06-07,1
OPP_00841,Account_841,Rep_12,Enterprise,APAC,Proposal,59620,0.44626442449500864,2025-03-19,0,2024-08-26,1
OPP_00842,Account_842,Rep_2,Mid,EMEA,Negotiation,95279,0.5695347084489999,2025-01-05,0,2024-11-15,1
OPP_00843,Account_843,Rep_13,SMB,AMER,Qualification,95430,0.06404226772195087,2025-06-28,0,2024-11-30,1
OPP_00844,Account_844,Rep_8,Enterprise,APAC,Qualification,97531,0.48863262955861003,2025-03-10,1,2024-07-07,1
OPP_00845,Account_845,Rep_2,Mid,AMER,Proposal,58114,0.1640994414173193,2025-04-21,0,2024-11-04,1
OPP_00846,Account_846,Rep_20,SMB,EMEA,Closed Lost,41711,0.25833929686813345,2025-06-09,0,2024-09-05,1
OPP_00847,Account_847,Rep_1,Enterprise,AMER,Closed Won,18748,0.4625668904272278,2025-06-26,1,2024-01-26,1
OPP_00848,Account_848,Rep_5,Enterprise,AMER,Qualification,89636,0.755252797574711,2025-03-01,1,2024-07-07,1
OPP_00849,Account_849,Rep_9,Mid,APAC,Closed Won,34691,0.5742413526940118,2025-02-15,0,2024-05-19,1
OPP_00850,Account_850,Rep_17,SMB,EMEA,Closed Won,89517,0.5036461994274234,2025-06-18,0,2024-06-29,1
OPP_00851,Account_851,Rep_9,SMB,AMER,Negotiation,66282,0.49609392210657954,2025-01-13,1,2024-01-21,1
OPP_00852,Account_852,Rep_11,Enterprise,EMEA,Closed Won,99244,0.3572742213591065,2025-04-18,0,2024-06-11,1
OPP_00853,Account_853,Rep_15,Enterprise,AMER,Proposal,61360,0.39120331732546326,2025-04-22,0,2024-03-11,1
OPP_00854,Account_854,Rep_6,SMB,EMEA,Qualification,11246,0.5854752090941594,2025-04-10,0,2024-03-22,1
OPP_00855,Account_855,Rep_3,SMB,APAC,Negotiation,60395,0.2229278963111011,2025-05-26,0,2024-06-03,1
OPP_00856,Account_856,Rep_17,Enterprise,EMEA,Negotiation,33486,0.6186108100566042,2025-04-23,1,2024-11-11,1
OPP_00857,Account_857,Rep_5,SMB,AMER,Negotiation,31340,0.42229858657622943,2025-04-07,0,2024-12-20,1
OPP_00858,Account_858,Rep_12,Mid,EMEA,Negotiation,85874,0.665111414973913,2025-02-20,0,2024-02-16,1
OPP_00859,Account_859,Rep_18,Enterprise,AMER,Closed Lost,51300,0.6922186914464167,2025-04-28,0,2024-07-12,1
OPP_00860,Account_860,Rep_14,SMB,AMER,Closed Lost,4086,0.165383197498852,2025-02-05,0,2024-08-11,1
